,name,last_season,average_value
22807,Riccardo Orsolini,2023.0,11570238.095238095
22808,Riccardo Pagano,2023.0,900000.0
22809,Riccardo Pasi,2013.0,77777.77777777778
22810,Riccardo Perpetuini,2013.0,173076.92307692306
22811,Riccardo Pigozzo,2021.0,28125.0
22812,Riccardo Pinzi,2021.0,112500.0
22813,Riccardo Piscitelli,2020.0,223148.14814814815
22814,Riccardo Regno,2013.0,88888.88888888889
22815,Riccardo Santovito,2018.0,54545.454545454544
22816,Riccardo Saponara,2023.0,5387500.0
22817,Riccardo Serpieri,2013.0,168750.0
22818,Riccardo Sottil,2023.0,4385937.5
22819,Riccardo Stivanello,2022.0,250000.0
22820,Riccardo Taccori,2016.0,41666.666666666664
22821,Riccardo Tonin,2020.0,95000.0
22822,Riccieli,2023.0,1322727.2727272727
22823,Richairo Zivkovic,2022.0,1629629.6296296297
22824,Richard,2020.0,582142.8571428572
22825,Richard,2023.0,1321428.5714285714
22826,Richard Barroilhet,2012.0,130000.0
22827,Richard Boateng Welbeck,2013.0,418750.0
22828,Richard Brittain,2014.0,396428.5714285714
22829,Richard Chaplow,2012.0,720000.0
22830,Richard Dunne,2014.0,5610526.315789473
22831,Richard Jensen,2023.0,302777.77777777775
22832,Richard Ledezma,2022.0,568750.0
22833,Richard Marcone,2015.0,218181.81818181818
22834,Richard Nartey,2020.0,175000.0
22835,Richard Neudecker,2019.0,455263.15789473685
22836,Richard Ofori,2021.0,342307.6923076923
22837,Richard Roy,2016.0,50000.0
22838,Richard Sila,2017.0,200000.0
22839,Richard Soumah,2013.0,675000.0
22840,Richard Stearman,2019.0,1355172.4137931035
22841,Richard Stolte,2014.0,72500.0
22842,Richard Strebinger,2014.0,1112500.0
22843,Richard Sukuta-Pasu,2014.0,503787.8787878788
22844,Richard Tait,2022.0,408928.5714285714
22845,Richard Taylor,2023.0,100000.0
22846,Richard Weil,2021.0,252678.57142857142
22847,Richard Wright,2015.0,873529.4117647059
22848,Richard van der Venne,2021.0,264062.5
22849,Richarlison,2023.0,39172916.666666664
22850,Richecard Richard,2019.0,140000.0
22851,Richelo Fecunda,2014.0,50000.0
22852,Richelor Sprangers,2018.0,115000.0
22853,Richie Foran,2015.0,529583.3333333334
22854,Richie Musaba,2022.0,156250.0
22855,Richie Omorowa,2023.0,191666.66666666666
22856,Richie Ryan,2012.0,203571.42857142858
22857,Richie Sagrado,2023.0,150000.0
22858,Richie Towell,2018.0,208333.33333333334
22859,Richlord Ennin,2021.0,258333.33333333334
22860,Richmond Boakye,2022.0,2800000.0
22861,Richonell Margaret,2023.0,235714.2857142857
22862,Rick Dekker,2019.0,489473.6842105263
22863,Rick Hemmink,2015.0,75000.0
22864,Rick Karsdorp,2023.0,6813461.538461538
22865,Rick Ketting,2016.0,244047.61904761905
22866,Rick Kruys,2015.0,300000.0
22867,Rick Meissen,2023.0,171428.57142857142
22868,Rick Stuy van den Herik,2013.0,216250.0
22869,Rick Zuijderwijk,2021.0,75000.0
22870,Rick ten Voorde,2014.0,297619.04761904763
22871,Rick van Drongelen,2023.0,2477272.727272727
22872,Rick van der Meer,2017.0,95833.33333333333
22873,Ricki Lamie,2023.0,275000.0
22874,Ricki Olsen,2017.0,183695.65217391305
22875,Rickie Lambert,2016.0,3003571.4285714286
22876,Ricky Foster,2019.0,433695.652173913
22877,Ricky Holmes,2019.0,275000.0
22878,Ricky van Haaren,2014.0,300000.0
22879,Ricky van Wolfswinkel,2023.0,3544594.5945945946
22880,Rico Henry,2023.0,6688636.363636363
22881,Rico Lewis,2023.0,12000000.0
22882,Rico Richards,2020.0,150000.0
22883,Rico Strieder,2021.0,768478.2608695652
22884,Rida El Barjiji,2019.0,132142.85714285713
22885,Ridge Munsy,2018.0,469000.0
22886,Ridgeciano Haps,2023.0,3025925.925925926
22887,Ridle Baku,2023.0,10861250.0
22888,Ridvan Simsek,2017.0,408035.71428571426
22889,Ridvan Yilmaz,2023.0,3184615.3846153845
22890,Ridwan Gyselinck,2016.0,90000.0
22891,Riechedly Bazoer,2023.0,4586290.322580645
22892,Rifat Erdem,2013.0,85000.0
22893,Rifat Zhemaletdinov,2023.0,3362500.0
22894,Rifet Kapic,2022.0,441666.6666666667
22895,Riffi Mandanda,2019.0,311363.63636363635
22896,Rigino Cicilia,2015.0,166666.66666666666
22897,Rigoberto Rivas,2023.0,600000.0
22898,Rihairo Meulens,2014.0,245000.0
22899,Rihito Yamamoto,2023.0,508333.3333333333
22900,Rijad Sadiku,2018.0,191071.42857142858
22901,Rijad Smajic,2022.0,141666.66666666666
22902,Rijk Janse,2023.0,25000.0
22903,Rik Schouw,2012.0,125000.0
22904,Rik Vercauteren,2022.0,100000.0
22905,Rikelmi,2023.0,325000.0
22906,Riki,2014.0,2486363.6363636362
22907,Riku Danzaki,2022.0,254166.66666666666
22908,Riku Riski,2015.0,496296.2962962963
22909,Rildo,2023.0,1060000.0
22910,Riley Harbottle,2023.0,200000.0
22911,Riley McGree,2018.0,1142307.6923076923
22912,Rilwan Hassan,2021.0,463333.3333333333
22913,Rim Egofarov,2019.0,25000.0
22914,Rinaldo Cruzado,2012.0,467391.3043478261
22915,Rinar Valeev,2018.0,379166.6666666667
22916,Rinat Mamedov,2019.0,10000.0
22917,Rinat Timokhin,2014.0,120000.0
22918,Rincón,2015.0,682608.695652174
22919,Ringo Meerveld,2021.0,315625.0
22920,Rio Ferdinand,2014.0,18925000.0
22921,Rio Mavuba,2016.0,5835185.185185186
22922,Riqui Puig,2021.0,12235294.11764706
22923,Ritchie De Laet,2023.0,1430000.0
22924,Ritchie Kitoko,2020.0,339062.5
22925,Ritsu Doan,2023.0,6581578.947368421
22926,Rivaldinho,2015.0,541176.4705882353
22927,Riyad Mahrez,2022.0,27043333.333333332
22928,Riza Durmisi,2021.0,2204545.4545454546
22929,Rizvan Ablitarov,2020.0,225000.0
22930,Rizvan Sahin,2014.0,357142.85714285716
22931,Rizvan Utsiev,2023.0,1672413.7931034483
22932,Ro-Shaun Williams,2015.0,250000.0
22933,Roan Wilson,2023.0,171875.0
22934,Roarie Deacon,2018.0,175000.0
22935,Rob Deiman,2018.0,50000.0
22936,Rob Elliot,2021.0,726851.8518518518
22937,Rob Green,2018.0,3212000.0
22938,Rob Hall,2012.0,567500.0
22939,Rob Holding,2023.0,8937500.0
22940,Rob Hulse,2012.0,1537500.0
22941,Rob Kiernan,2016.0,300000.0
22942,Rob Milsom,2012.0,213636.36363636365
22943,Rob Schoofs,2023.0,1171153.8461538462
22944,Rob Wielaert,2012.0,1278571.4285714286
22945,Robbe Decostere,2022.0,363636.36363636365
22946,Robbe Quirynen,2021.0,375000.0
22947,Robbert Schilder,2015.0,1002272.7272727273
22948,Robbert de Vos,2020.0,86111.11111111111
22949,Robbert te Loeke,2014.0,102500.0
22950,Robbie Brady,2020.0,4908000.0
22951,Robbie Buchanan,2016.0,75000.0
22952,Robbie Burton,2019.0,430000.0
22953,Robbie Crawford,2021.0,292500.0
22954,Robbie D'Haese,2022.0,673529.4117647059
22955,Robbie Deas,2023.0,265625.0
22956,Robbie Gotts,2020.0,233333.33333333334
22957,Robbie Haemhouts,2018.0,334722.22222222225
22958,Robbie Kruse,2016.0,876785.7142857143
22959,Robbie Mahon,2022.0,33333.333333333336
22960,Robbie Muirhead,2016.0,157692.3076923077
22961,Robbie Ringoet,2016.0,100000.0
22962,Robbie Thomson,2016.0,104545.45454545454
22963,Robbin Ruiter,2022.0,1193750.0
22964,Robbin Weijenberg,2022.0,25000.0
22965,Robby Holder,2012.0,62500.0
22966,Robby McCrorie,2023.0,328571.4285714286
22967,Rober Correa,2020.0,558750.0
22968,Rober González,2023.0,1230000.0
22969,Rober Ibáñez,2021.0,1183333.3333333333
22970,Rober Pier,2021.0,1386666.6666666667
22971,Robert Acquafresca,2016.0,2653448.275862069
22972,Robert Ahman-Persson,2017.0,604318.1818181818
22973,Robert Almer,2014.0,557031.25
22974,Robert Andrich,2023.0,3263888.888888889
22975,Robert Arzumanyan,2015.0,320312.5
22976,Robert Bauer,2022.0,1721428.5714285714
22977,Robert Beric,2019.0,2475000.0
22978,Robert Braber,2015.0,321428.5714285714
22979,Robert Cullen,2012.0,409375.0
22980,Robert Demjan,2013.0,281944.44444444444
22981,Robert Gegedosh,2021.0,170000.0
22982,Robert Glatzel,2020.0,1442708.3333333333
22983,Robert Gojani,2022.0,416923.07692307694
22984,Robert Gucher,2015.0,501785.71428571426
22985,Robert Gumny,2023.0,2627777.777777778
22986,Robert Huth,2017.0,5570000.0
22987,Robert Kakeeto,2020.0,142307.6923076923
22988,Robert Klaasen,2018.0,269047.61904761905
22989,Robert Koren,2013.0,1508333.3333333333
22990,Robert Kumadey,2017.0,68750.0
22991,Robert Kurez,2014.0,162500.0
22992,Robert Leipertz,2016.0,664423.0769230769
22993,Robert Lewandowski,2023.0,44143023.255813956
22994,Robert Mak,2019.0,1996875.0
22995,Robert Mazan,2018.0,295833.3333333333
22996,Robert Mejía,2022.0,568750.0
22997,Robert Mudrazija,2020.0,614705.8823529412
22998,Robert Muric,2023.0,1288541.6666666667
22999,Robert Mutzers,2018.0,175000.0
23000,Robert Mühren,2023.0,567708.3333333334
23001,Robert Navarro,2023.0,2970000.0
23002,Robert Renan,2023.0,4166666.6666666665
23003,Robert Skov,2023.0,5685714.285714285
23004,Robert Snodgrass,2022.0,4153333.3333333335
23005,Robert Stillo,2012.0,60000.0
23006,Robert Street,2021.0,200000.0
23007,Robert Sánchez,2023.0,13118181.818181818
23008,Robert Tesche,2021.0,806081.0810810811
23009,Robert Thomson,2012.0,118750.0
23010,Robert Veselovsky,2012.0,266153.8461538461
23011,Robert Vittek,2012.0,2209848.484848485
23012,Robert Voloder,2020.0,735714.2857142857
23013,Robert Wagner,2022.0,562500.0
23014,Robert Zillner,2012.0,434210.5263157895
23015,Robert Zulj,2019.0,1012500.0
23016,Robert Zwinkels,2020.0,419642.85714285716
23017,Robert van Boxel,2013.0,232692.3076923077
23018,Robert van Koesveld,2015.0,107500.0
23019,Roberto,2016.0,400000.0
23020,Roberto,2020.0,3206578.947368421
23021,Roberto Arroyo,2022.0,240000.0
23022,Roberto Battión,2015.0,984375.0
23023,Roberto Biancu,2018.0,185416.66666666666
23024,Roberto Canella,2016.0,1767567.5675675676
23025,Roberto Chen,2014.0,360416.6666666667
23026,Roberto Colombo,2016.0,85294.11764705883
23027,Roberto Corral,2022.0,190625.0
23028,Roberto Criscuolo,2018.0,102500.0
23029,Roberto Crivello,2015.0,322916.6666666667
23030,Roberto De Angelis,2018.0,24000.0
23031,Roberto Fernández,2014.0,812500.0
23032,Roberto Fernández,2023.0,1019047.619047619
23033,Roberto Firmino,2022.0,35187500.0
23034,Roberto Gagliardini,2023.0,8743750.0
23035,Roberto Guana,2014.0,1697222.2222222222
23036,Roberto Hilbert,2016.0,2000000.0
23037,Roberto Hinojosa,2022.0,762500.0
23038,Roberto Inglese,2020.0,5056250.0
23039,Roberto Insigne,2020.0,1108333.3333333333
23040,Roberto Lago,2015.0,1303703.7037037036
23041,Roberto López,2020.0,3082142.8571428573
23042,Roberto Massimo,2023.0,1664285.7142857143
23043,Roberto Núñez,2017.0,102500.0
23044,Roberto Olabe,2020.0,483333.3333333333
23045,Roberto Pereyra,2023.0,7950781.25
23046,Roberto Piccoli,2023.0,3062500.0
23047,Roberto Pierno,2019.0,160714.2857142857
23048,Roberto Pirrello,2015.0,213750.0
23049,Roberto Ranieri,2018.0,189062.5
23050,Roberto Rosales,2019.0,2398437.5
23051,Roberto Santamaría,2018.0,585714.2857142857
23052,Roberto Soldado,2021.0,9080000.0
23053,Roberto Soriano,2022.0,6010606.060606061
23054,Roberto Taliento,2018.0,66666.66666666667
23055,Roberto Torres,2022.0,2776923.076923077
23056,Roberto Trashorras,2015.0,1344000.0
23057,Roberto Vitiello,2016.0,331000.0
23058,Roberts Uldrikis,2022.0,653125.0
23059,Robin Becker,2016.0,277631.5789473684
23060,Robin Bormuth,2019.0,725000.0
23061,Robin Buwalda,2016.0,229761.90476190476
23062,Robin Denuit,2021.0,25000.0
23063,Robin Gosens,2023.0,13594000.0
23064,Robin Hack,2023.0,1829411.7647058824
23065,Robin Henkens,2016.0,437037.037037037
23066,Robin Himmelmann,2021.0,454629.6296296296
23067,Robin Jalving,2023.0,50000.0
23068,Robin Kehr,2021.0,128571.42857142857
23069,Robin Kist,2014.0,50000.0
23070,Robin Knoche,2023.0,4967647.05882353
23071,Robin Koch,2023.0,9328409.090909092
23072,Robin Lathouwers,2022.0,117857.14285714286
23073,Robin Lauwers,2018.0,170000.0
23074,Robin Le Normand,2023.0,14275000.0
23075,Robin Leemans,2014.0,100000.0
23076,Robin Lod,2017.0,1726136.3636363635
23077,Robin Mantel,2018.0,97222.22222222222
23078,Robin Maulun,2022.0,459090.9090909091
23079,Robin Olsen,2023.0,2935185.185185185
23080,Robin Polley,2021.0,103125.0
23081,Robin Pröpper,2023.0,751000.0
23082,Robin Quaison,2020.0,4486000.0
23083,Robin Risser,2022.0,116666.66666666667
23084,Robin Roefs,2023.0,75000.0
23085,Robin Schouten,2021.0,288636.36363636365
23086,Robin Szarka,2013.0,160227.27272727274
23087,Robin Söder,2018.0,932407.4074074074
23088,Robin Udegbe,2012.0,118181.81818181818
23089,Robin Voisine,2022.0,150000.0
23090,Robin Yalcin,2022.0,812068.9655172414
23091,Robin Zentner,2023.0,1895000.0
23092,Robin Ziegele,2018.0,185937.5
23093,Robin van Persie,2018.0,18308064.51612903
23094,Robin van der Meer,2018.0,368421.05263157893
23095,Robin Østrøm,2023.0,271875.0
23096,Robinho,2019.0,13293548.387096774
23097,Robinho,2020.0,308333.3333333333
23098,Robson,2014.0,1092857.142857143
23099,Robson,2018.0,404687.5
23100,Robson Bambu,2021.0,2716666.6666666665
23101,Robson Reis,2022.0,150000.0
23102,Rocco Ascone,2023.0,312500.0
23103,Rocco Giordano,2012.0,41666.666666666664
23104,Rocco Quinn,2015.0,287500.0
23105,Rocco Reitz,2023.0,518750.0
23106,Rocco Robert Shein,2022.0,128571.42857142857
23107,Rochdi Achenteh,2016.0,413043.47826086957
23108,Rochinha,2022.0,1477083.3333333333
23109,Rocky Bushiri,2023.0,621875.0
23110,Rod Fanni,2016.0,2719166.6666666665
23111,Rodel Richards,2023.0,50000.0
23112,Roderick Miller,2018.0,395833.3333333333
23113,Roderick Miranda,2020.0,1276000.0
23114,Rodgers Kola,2016.0,450000.0
23115,Rodinei,2023.0,1386842.105263158
23116,Rodion Plaksa,2023.0,142857.14285714287
23117,Rodion Syamuk,2020.0,64705.882352941175
23118,Rodney Antwi,2015.0,200000.0
23119,Rodney Kongolo,2021.0,793333.3333333334
23120,Rodney Sneijder,2015.0,381250.0
23121,Rodney Strasser,2013.0,731136.3636363636
23122,Rodney Wallace,2015.0,651923.0769230769
23123,Rodny Lopes Cabral,2014.0,154166.66666666666
23124,Rodolfo,2018.0,2141166.6666666665
23125,Rodolfo Bodipo,2012.0,935294.1176470588
23126,Rodolfo Cardoso,2021.0,67500.0
23127,Rodolfo Pizarro,2023.0,5910526.315789473
23128,Rodolfo Zelaya,2012.0,140000.0
23129,Rodolph Austin,2019.0,945652.1739130435
23130,Rodri,2013.0,900961.5384615385
23131,Rodri,2023.0,52638888.88888889
23132,Rodri Alonso,2022.0,100000.0
23133,Rodri Ríos,2013.0,769354.8387096775
23134,Rodri Sánchez,2023.0,3811538.4615384615
23135,Rodri Tarín,2019.0,988235.2941176471
23136,Rodrigo,2022.0,18490625.0
23137,Rodrigo Abascal,2023.0,419642.85714285716
23138,Rodrigo Aguirre,2017.0,1479000.0
23139,Rodrigo Alborno,2013.0,323333.3333333333
23140,Rodrigo Alírio,2016.0,100000.0
23141,Rodrigo Andrade,2021.0,200000.0
23142,Rodrigo Antônio,2015.0,626923.0769230769
23143,Rodrigo Battaglia,2022.0,3878846.153846154
23144,Rodrigo Becão,2023.0,5056250.0
23145,Rodrigo Bentancur,2023.0,28013043.47826087
23146,Rodrigo Borges,2020.0,262500.0
23147,Rodrigo Castro,2013.0,225000.0
23148,Rodrigo Colombo,2020.0,243750.0
23149,Rodrigo Conceição,2022.0,700000.0
23150,Rodrigo Dantas,2014.0,350000.0
23151,Rodrigo Defendi,2018.0,316250.0
23152,Rodrigo Ely,2022.0,1985483.8709677418
23153,Rodrigo Erramuspe,2023.0,585000.0
23154,Rodrigo Escoval,2023.0,401562.5
23155,Rodrigo Fernandes,2020.0,770833.3333333334
23156,Rodrigo Freitas,2019.0,350000.0
23157,Rodrigo Galo,2020.0,645535.7142857143
23158,Rodrigo Gomes,2023.0,2500000.0
23159,Rodrigo Guth,2023.0,816666.6666666666
23160,Rodrigo Gómez,2021.0,1075000.0
23161,Rodrigo Lindoso,2013.0,1262500.0
23162,Rodrigo Martins,2023.0,408333.3333333333
23163,Rodrigo Moledo,2017.0,1974193.5483870967
23164,Rodrigo Moura,2023.0,190000.0
23165,Rodrigo Muniz,2023.0,3625000.0
23166,Rodrigo Palacio,2020.0,5390322.580645162
23167,Rodrigo Pinho,2022.0,1166666.6666666667
23168,Rodrigo Rey,2018.0,1122222.2222222222
23169,Rodrigo Ribeiro,2023.0,2333333.3333333335
23170,Rodrigo Riquelme,2023.0,3976923.076923077
23171,Rodrigo Sanguinetti,2013.0,205000.0
23172,Rodrigo Soares,2021.0,885294.1176470588
23173,Rodrigo Taddei,2013.0,4853409.090909091
23174,Rodrigo Tello,2013.0,2778260.8695652173
23175,Rodrigo Valente,2022.0,450000.0
23176,Rodrigo Vargas,2018.0,232142.85714285713
23177,Rodrigo Zalazar,2023.0,1500000.0
23178,Rodrigo de Paul,2023.0,19964285.714285713
23179,Rodrigão,2023.0,1936363.6363636365
23180,Rodrygo,2023.0,47150000.0
23181,Rody de Boer,2019.0,386904.7619047619
23182,Rodéric Filippi,2015.0,480000.0
23183,Roel Brouwers,2016.0,1370833.3333333333
23184,Roel Janssen,2022.0,234090.9090909091
23185,Roel van Hemert,2012.0,335714.28571428574
23186,Rogelio Funes Mori,2014.0,4382812.5
23187,Roger,2016.0,740476.1904761905
23188,Roger,2023.0,3166666.6666666665
23189,Roger Assalé,2020.0,3862500.0
23190,Roger Carvalho,2012.0,426315.7894736842
23191,Roger Gomis,2017.0,166666.66666666666
23192,Roger Guerreiro,2012.0,2000000.0
23193,Roger Ibañez,2022.0,14236666.666666666
23194,Roger Johnson,2013.0,2856666.6666666665
23195,Roger Martí,2023.0,4454838.70967742
23196,Roger Martínez,2017.0,3255681.8181818184
23197,Roger Martínez,2022.0,300000.0
23198,Rogier Benschop,2017.0,87500.0
23199,Rogério,2022.0,116666.66666666667
23200,Rogério,2023.0,5194736.842105263
23201,Rogério Martins,2015.0,590000.0
23202,Rogério Santos,2020.0,162500.0
23203,Rohan Ferguson,2019.0,157142.85714285713
23204,Rohan Ince,2017.0,756250.0
23205,Rohat Agca,2021.0,100000.0
23206,Rok Elsner,2013.0,391176.4705882353
23207,Rok Straus,2014.0,153750.0
23208,Rok Vodisek,2021.0,300000.0
23209,Roko Baturina,2023.0,425000.0
23210,Roland Alberg,2018.0,647000.0
23211,Roland Baas,2017.0,225000.0
23212,Roland Bergkamp,2016.0,188235.29411764705
23213,Roland Gigolaev,2019.0,394444.44444444444
23214,Roland Juhász,2012.0,2288461.5384615385
23215,Roland Lamah,2013.0,1503333.3333333333
23216,Roland Linz,2013.0,2327083.3333333335
23217,Roland Sallai,2023.0,5512000.0
23218,Roland Ugrai,2019.0,286206.8965517241
23219,Rolando,2021.0,4476923.076923077
23220,Rolando Aarons,2022.0,563157.8947368421
23221,Rolando Bianchi,2014.0,3854000.0
23222,Rolando Mandragora,2023.0,8152173.9130434785
23223,Rolf Toft,2013.0,80000.0
23224,Roli Pereira de Sa,2021.0,370000.0
23225,Rollan Pogoreltsev,2012.0,88636.36363636363
23226,Roly Bonevacia,2013.0,557692.3076923077
23227,Romain Achilli,2014.0,137500.0
23228,Romain Alessandrini,2016.0,3198275.8620689656
23229,Romain Amalfitano,2020.0,1063461.5384615385
23230,Romain Brégerie,2016.0,671153.8461538461
23231,Romain Cagnon,2018.0,144444.44444444444
23232,Romain Correia,2021.0,603125.0
23233,Romain Danzé,2018.0,2229629.6296296297
23234,Romain Del Castillo,2023.0,3089473.6842105263
23235,Romain Faivre,2023.0,6809375.0
23236,Romain Genevois,2018.0,1371739.1304347827
23237,Romain Grange,2018.0,518518.51851851854
23238,Romain Habran,2017.0,456666.6666666667
23239,Romain Hamouma,2022.0,3121875.0
23240,Romain Matthys,2019.0,206250.0
23241,Romain Métanire,2018.0,1228571.4285714286
23242,Romain Perraud,2023.0,5338235.294117647
23243,Romain Philippoteaux,2021.0,1114473.6842105263
23244,Romain Pitau,2012.0,1654166.6666666667
23245,Romain Reynaud,2015.0,502941.17647058825
23246,Romain Rocchi,2014.0,766666.6666666666
23247,Romain Salin,2022.0,693103.448275862
23248,Romain Saïss,2022.0,4417307.692307692
23249,Romain Thomas,2021.0,1728000.0
23250,Romaine Mundle,2023.0,300000.0
23251,Romaine Sawyers,2020.0,1486842.105263158
23252,Roman Adamov,2012.0,1382142.857142857
23253,Roman Akbashev,2023.0,413043.47826086957
23254,Roman Bednar,2012.0,1179166.6666666667
23255,Roman Berezovskiy,2014.0,345625.0
23256,Roman Bezjak,2016.0,929310.3448275862
23257,Roman Bezus,2021.0,1620689.6551724137
23258,Roman Bodnya,2021.0,43750.0
23259,Roman Bugaev,2015.0,528548.3870967742
23260,Roman Bürki,2021.0,5007575.757575758
23261,Roman Chanturia,2016.0,103846.15384615384
23262,Roman Debelko,2023.0,273750.0
23263,Roman Denisov,2019.0,317307.6923076923
23264,Roman Didyk,2023.0,230555.55555555556
23265,Roman Emeljanov,2022.0,1742857.142857143
23266,Roman Eremenko,2020.0,5917105.263157895
23267,Roman Evgenjev,2023.0,2159210.5263157897
23268,Roman Ezhov,2023.0,750000.0
23269,Roman Ferber,2016.0,322500.0
23270,Roman Gagun,2023.0,225000.0
23271,Roman Gerus,2016.0,285714.28571428574
23272,Roman Godovany,2014.0,180000.0
23273,Roman Goncharenko,2023.0,208928.57142857142
23274,Roman Grigoryan,2012.0,266666.6666666667
23275,Roman Ilnytskyi,2016.0,25000.0
23276,Roman Izotov,2020.0,153846.15384615384
23277,Roman Kalyuzhnyi,2015.0,93055.55555555556
23278,Roman Karasyuk,2021.0,320238.09523809527
23279,Roman Khodunov,2016.0,112500.0
23280,Roman Kontsedalov,2015.0,802941.1764705882
23281,Roman Krivulkin,2015.0,105769.23076923077
23282,Roman Kunev,2016.0,105555.55555555556
23283,Roman Kuzovkin,2013.0,37500.0
23284,Roman Kvet,2023.0,492105.2631578947
23285,Roman Lazar,2021.0,25000.0
23286,Roman Loktionov,2016.0,144642.85714285713
23287,Roman Lyopka,2017.0,71428.57142857143
23288,Roman Minaev,2020.0,254166.66666666666
23289,Roman Miroshnyk,2022.0,195588.23529411765
23290,Roman Mykhayliv,2023.0,50000.0
23291,Roman Mysak,2023.0,318750.0
23292,Roman Neustädter,2023.0,2989743.5897435895
23293,Roman Nogtev,2021.0,131250.0
23294,Roman Nykytyuk,2022.0,137500.0
23295,Roman Pavlyuchenko,2016.0,5284000.0
23296,Roman Pidkivka,2022.0,282142.85714285716
23297,Roman Pomazan,2015.0,125000.0
23298,Roman Popov,2016.0,176785.7142857143
23299,Roman Romanov,2019.0,45000.0
23300,Roman Salimov,2014.0,135000.0
23301,Roman Savchenko,2023.0,150000.0
23302,Roman Shandruk,2016.0,75000.0
23303,Roman Sharonov,2013.0,1233333.3333333333
23304,Roman Shirokov,2015.0,3484782.6086956523
23305,Roman Shishkin,2018.0,2207031.25
23306,Roman Slyva,2019.0,92857.14285714286
23307,Roman Stefurak,2015.0,83333.33333333333
23308,Roman Tolochko,2019.0,92500.0
23309,Roman Tugarev,2023.0,621666.6666666666
23310,Roman Tugarinov,2019.0,175000.0
23311,Roman Vantukh,2023.0,390909.0909090909
23312,Roman Vorobey,2014.0,25000.0
23313,Roman Vorobjov,2016.0,568035.7142857143
23314,Roman Weidenfeller,2017.0,3824074.074074074
23315,Roman Yaremchuk,2023.0,7464583.333333333
23316,Roman Yuzepchuk,2022.0,440909.0909090909
23317,Roman Zhmurko,2016.0,42857.142857142855
23318,Roman Zobnin,2023.0,7232608.695652174
23319,Roman Zozulya,2016.0,1892105.2631578948
23320,Romano Floriani,2022.0,75000.0
23321,Romano Perticone,2014.0,479629.6296296296
23322,Romano Postema,2022.0,300000.0
23323,Romano Schmid,2023.0,1950000.0
23324,Romano van der Stoep,2013.0,116666.66666666667
23325,Romaric,2014.0,4570370.37037037
23326,Romaric N'Gouma,2014.0,150000.0
23327,Romaric Yapi,2022.0,210000.0
23328,Romario Benzar,2019.0,1087500.0
23329,Romario Rösch,2021.0,230000.0
23330,Rome Jayden Owusu-Oduro,2023.0,266666.6666666667
23331,Romelu Lukaku,2023.0,50115789.473684214
23332,Romeo Castelen,2017.0,2175925.925925926
23333,Romeo Vermant,2023.0,450000.0
23334,Romero Regales,2015.0,231250.0
23335,Romeu,2015.0,826923.0769230769
23336,Romeu,2016.0,409090.9090909091
23337,Romildo Del Piage,2023.0,359375.0
23338,Rominigue Kouamé,2023.0,1960882.3529411764
23339,Romuald Lacazette,2014.0,357142.85714285716
23340,Romuald Peiser,2013.0,563333.3333333334
23341,Romulo Togni,2012.0,278571.4285714286
23342,Román Golobart,2012.0,250000.0
23343,Romário,2013.0,204166.66666666666
23344,Romário,2015.0,190625.0
23345,Romário Baldé,2019.0,435714.28571428574
23346,Romário Baró,2023.0,3825000.0
23347,Roméo Lavia,2023.0,17000000.0
23348,Ron Janzen,2015.0,90909.09090909091
23349,Ron Vlaar,2020.0,3188793.103448276
23350,Ron-Robert Zieler,2020.0,4265540.540540541
23351,Ron-Thorben Hoffmann,2021.0,346153.8461538461
23352,Ronald,2023.0,400000.0
23353,Ronald Araújo,2023.0,24813750.0
23354,Ronald Graafland,2014.0,253846.15384615384
23355,Ronald Hernández,2020.0,319230.76923076925
23356,Ronald Matarrita,2023.0,943181.8181818182
23357,Ronald Pfumbidzai,2015.0,364583.3333333333
23358,Ronald Vargas,2019.0,1643518.5185185184
23359,Ronald Zubar,2013.0,2029464.2857142857
23360,Ronaldo,2015.0,328703.7037037037
23361,Ronaldo Mendes,2021.0,508823.5294117647
23362,Ronaldo Peña,2017.0,385714.28571428574
23363,Ronaldo Shani,2019.0,150000.0
23364,Ronaldo Tavares,2023.0,214285.7142857143
23365,Ronaldo Vieira,2022.0,3915625.0
23366,Ronan,2020.0,255882.35294117648
23367,Ronan Hughes,2020.0,137500.0
23368,Ronan Le Crom,2012.0,516666.6666666667
23369,Ronan Pluijmen,2021.0,55000.0
23370,Ronaël Pierre-Gabriel,2023.0,3502500.0
23371,Roni,2017.0,418333.3333333333
23372,Roni Arabaci,2020.0,50000.0
23373,Ronie Carrillo,2023.0,250000.0
23374,Roniel,2016.0,317857.14285714284
23375,Ronnie Bendtsen,2013.0,122727.27272727272
23376,Ronnie Reniers,2013.0,218750.0
23377,Ronnie Schwartz,2020.0,654310.3448275862
23378,Ronnie Stam,2014.0,2066666.6666666667
23379,Ronny,2013.0,638888.8888888889
23380,Ronny,2015.0,1182500.0
23381,Ronny Garbuschewski,2012.0,271666.6666666667
23382,Ronny Labonne,2021.0,200000.0
23383,Ronny Marcos,2014.0,220833.33333333334
23384,Ronny Philp,2014.0,296428.5714285714
23385,Ronny Rodelin,2018.0,1940322.5806451612
23386,Rony Lopes,2023.0,9770833.333333334
23387,Rony Santos,2014.0,100000.0
23388,Rooney Eva,2017.0,210000.0
23389,Roony Bardghji,2023.0,1625000.0
23390,Roque Mesa,2022.0,4520000.0
23391,Roque Santa Cruz,2015.0,3763636.3636363638
